"SOC Code","Name","Url","Calculated Risk %","Voted Risk %","Votes","Is Group","Group SOC Codes"
"13-2011.00","Accountants and Auditors","https://willrobotstakemyjob.com/accountants-and-auditors","69.1","67.3","7,000","false",""
"27-2011.00","Actors","https://willrobotstakemyjob.com/actors","27.3","45.1","2,229","false",""
"15-2011.00","Actuaries","https://willrobotstakemyjob.com/actuaries","60.9","41.8","900","false",""
"29-1291.00","Acupuncturists","https://willrobotstakemyjob.com/acupuncturists","8.8","24.1","28","false",""
"29-1141.01","Acute Care Nurses","https://willrobotstakemyjob.com/acute-care-nurses","5.8","15.6","8","false",""
"25-2059.01","Adapted Physical Education Specialists","https://willrobotstakemyjob.com/adapted-physical-education-specialists","0.0","18.8","12","false",""
"51-9191.00","Adhesive Bonding Machine Operators and Tenders","https://willrobotstakemyjob.com/adhesive-bonding-machine-operators-and-tenders","100.0","62.5","14","false",""
"23-1021.00","Administrative Law Judges, Adjudicators, and Hearing Officers","https://willrobotstakemyjob.com/administrative-law-judges-adjudicators-and-hearing-officers","54.6","42.5","30","false",""
"11-3012.00","Administrative Services Managers","https://willrobotstakemyjob.com/administrative-services-managers","42.7","45.0","70","false",""
"25-3011.00","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","https://willrobotstakemyjob.com/adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors","43.5","39.8","81","false",""
"29-1141.02","Advanced Practice Psychiatric Nurses","https://willrobotstakemyjob.com/advanced-practice-psychiatric-nurses","0.0","9.6","26","false",""
"11-2011.00","Advertising and Promotions Managers","https://willrobotstakemyjob.com/advertising-and-promotions-managers","31.5","37.3","79","false",""
"41-3011.00","Advertising Sales Agents","https://willrobotstakemyjob.com/advertising-sales-agents","55.9","59.5","55","false",""
"17-3021.00","Aerospace Engineering and Operations Technologists and Technicians","https://willrobotstakemyjob.com/aerospace-engineering-and-operations-technologists-and-technicians","56.2","43.5","50","false",""
"17-2011.00","Aerospace Engineers","https://willrobotstakemyjob.com/aerospace-engineers","38.7","29.2","1,105","false",""
"13-1011.00","Agents and Business Managers of Artists, Performers, and Athletes","https://willrobotstakemyjob.com/agents-and-business-managers-of-artists-performers-and-athletes","53.6","29.9","61","false",""
"17-2021.00","Agricultural Engineers","https://willrobotstakemyjob.com/agricultural-engineers","12.0","38.4","106","false",""
"45-2091.00","Agricultural Equipment Operators","https://willrobotstakemyjob.com/agricultural-equipment-operators","93.6","75.0","13","false",""
"45-2011.00","Agricultural Inspectors","https://willrobotstakemyjob.com/agricultural-inspectors","57.8","55.6","27","false",""
"25-1041.00","Agricultural Sciences Teachers, Postsecondary","https://willrobotstakemyjob.com/agricultural-sciences-teachers-postsecondary","3.5","32.4","17","false",""
"19-4012.00","Agricultural Technicians","https://willrobotstakemyjob.com/agricultural-technicians","53.8","51.9","27","false",""
"15-1254.00","Web Developers","https://willrobotstakemyjob.com/web-developers","53.4","74.5","2,352","false",""
"53-2021.00","Air Traffic Controllers","https://willrobotstakemyjob.com/air-traffic-controllers","48.6","43.8","429","false",""
"53-1041.00","Aircraft Cargo Handling Supervisors","https://willrobotstakemyjob.com/aircraft-cargo-handling-supervisors","45.9","46.9","8","false",""
"49-3011.00","Aircraft Mechanics and Service Technicians","https://willrobotstakemyjob.com/aircraft-mechanics-and-service-technicians","43.5","24.1","272","false",""
"51-2011.00","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","https://willrobotstakemyjob.com/aircraft-structure-surfaces-rigging-and-systems-assemblers","58.4","52.9","17","false",""
"53-2022.00","Airfield Operations Specialists","https://willrobotstakemyjob.com/airfield-operations-specialists","45.7","43.5","23","false",""
"53-2011.00","Airline Pilots, Copilots, and Flight Engineers","https://willrobotstakemyjob.com/airline-pilots-copilots-and-flight-engineers","65.5","30.2","1,460","false",""
"29-1229.01","Allergists and Immunologists","https://willrobotstakemyjob.com/allergists-and-immunologists","7.7","32.0","25","false",""
"53-3011.00","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","https://willrobotstakemyjob.com/ambulance-drivers-and-attendants-except-emergency-medical-technicians","50.3","42.6","51","false",""
"39-3091.00","Amusement and Recreation Attendants","https://willrobotstakemyjob.com/amusement-and-recreation-attendants","75.5","38.6","33","false",""
"29-1071.01","Anesthesiologist Assistants","https://willrobotstakemyjob.com/anesthesiologist-assistants","29.0","31.3","28","false",""
"29-1211.00","Anesthesiologists","https://willrobotstakemyjob.com/anesthesiologists","14.8","31.5","262","false",""
"45-2021.00","Animal Breeders","https://willrobotstakemyjob.com/animal-breeders","74.5","39.8","71","false",""
"39-2021.00","Animal Caretakers","https://willrobotstakemyjob.com/animal-caretakers","56.0","29.8","160","false",""
"33-9011.00","Animal Control Workers","https://willrobotstakemyjob.com/animal-control-workers","38.7","33.3","15","false",""
"19-1011.00","Animal Scientists","https://willrobotstakemyjob.com/animal-scientists","19.0","26.4","37","false",""
"39-2011.00","Animal Trainers","https://willrobotstakemyjob.com/animal-trainers","16.3","24.8","107","false",""
"19-3091.00","Anthropologists and Archeologists","https://willrobotstakemyjob.com/anthropologists-and-archeologists","0.0","19.0","315","false",""
"25-1061.00","Anthropology and Archeology Teachers, Postsecondary","https://willrobotstakemyjob.com/anthropology-and-archeology-teachers-postsecondary","0.0","27.0","25","false",""
"13-2023.00","Appraisers and Assessors of Real Estate","https://willrobotstakemyjob.com/appraisers-and-assessors-of-real-estate","76.0","54.2","66","false",""
"23-1022.00","Arbitrators, Mediators, and Conciliators","https://willrobotstakemyjob.com/arbitrators-mediators-and-conciliators","50.1","29.2","30","false",""
"17-1011.00","Architects, Except Landscape and Naval","https://willrobotstakemyjob.com/architects-except-landscape-and-naval","0.0","36.6","989","false",""
"17-3011.00","Architectural and Civil Drafters","https://willrobotstakemyjob.com/architectural-and-civil-drafters","45.9","52.8","272","false",""
"11-9041.00","Architectural and Engineering Managers","https://willrobotstakemyjob.com/architectural-and-engineering-managers","19.0","31.2","278","false",""
"25-1031.00","Architecture Teachers, Postsecondary","https://willrobotstakemyjob.com/architecture-teachers-postsecondary","0.0","40.2","28","false",""
"25-4011.00","Archivists","https://willrobotstakemyjob.com/archivists","36.1","42.7","137","false",""
"25-1062.00","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","https://willrobotstakemyjob.com/area-ethnic-and-cultural-studies-teachers-postsecondary","16.8","38.2","19","false",""
"27-1011.00","Art Directors","https://willrobotstakemyjob.com/art-directors","37.3","32.0","213","false",""
"29-1129.01","Art Therapists","https://willrobotstakemyjob.com/art-therapists","0.0","23.4","64","false",""
"25-1121.00","Art, Drama, and Music Teachers, Postsecondary","https://willrobotstakemyjob.com/art-drama-and-music-teachers-postsecondary","0.0","20.8","112","false",""
"27-1013.00","Fine Artists, Including Painters, Sculptors, and Illustrators","https://willrobotstakemyjob.com/fine-artists-including-painters-sculptors-and-illustrators","64.3","46.3","943","false",""
"19-2011.00","Astronomers","https://willrobotstakemyjob.com/astronomers","12.1","29.6","497","false",""
"27-2021.00","Athletes and Sports Competitors","https://willrobotstakemyjob.com/athletes-and-sports-competitors","16.2","11.8","1,466","false",""
"29-9091.00","Athletic Trainers","https://willrobotstakemyjob.com/athletic-trainers","0.0","26.2","104","false",""
"19-2021.00","Atmospheric and Space Scientists","https://willrobotstakemyjob.com/atmospheric-and-space-scientists","23.0","39.1","182","false",""
"25-1051.00","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","https://willrobotstakemyjob.com/atmospheric-earth-marine-and-space-sciences-teachers-postsecondary","7.4","38.9","18","false",""
"27-4011.00","Audio and Video Technicians","https://willrobotstakemyjob.com/audio-and-video-technicians","45.7","38.1","101","false",""
"29-1181.00","Audiologists","https://willrobotstakemyjob.com/audiologists","12.5","72.1","426","false",""
"49-2097.00","Audiovisual Equipment Installers and Repairers","https://willrobotstakemyjob.com/audiovisual-equipment-installers-and-repairers","37.3","41.7","18","false",""
"53-6031.00","Automotive and Watercraft Service Attendants","https://willrobotstakemyjob.com/automotive-and-watercraft-service-attendants","69.9","50.0","18","false",""
"49-3021.00","Automotive Body and Related Repairers","https://willrobotstakemyjob.com/automotive-body-and-related-repairers","48.4","39.6","99","false",""
"17-3027.01","Automotive Engineering Technicians","https://willrobotstakemyjob.com/automotive-engineering-technicians","48.3","55.8","13","false",""
"17-2141.02","Automotive Engineers","https://willrobotstakemyjob.com/automotive-engineers","25.4","35.5","105","false",""
"49-3022.00","Automotive Glass Installers and Repairers","https://willrobotstakemyjob.com/automotive-glass-installers-and-repairers","75.0","48.8","20","false",""
"49-3023.00","Automotive Service Technicians and Mechanics","https://willrobotstakemyjob.com/automotive-service-technicians-and-mechanics","58.1","22.9","583","false",""
"53-6051.01","Aviation Inspectors","https://willrobotstakemyjob.com/aviation-inspectors","28.9","45.0","20","false",""
"49-2091.00","Avionics Technicians","https://willrobotstakemyjob.com/avionics-technicians","48.9","33.0","66","false",""
"39-6011.00","Baggage Porters and Bellhops","https://willrobotstakemyjob.com/baggage-porters-and-bellhops","58.8","62.5","14","false",""
"33-3011.00","Bailiffs","https://willrobotstakemyjob.com/bailiffs","56.4","33.0","22","false",""
"51-3011.00","Bakers","https://willrobotstakemyjob.com/bakers","84.1","53.6","315","false",""
"39-5011.00","Barbers","https://willrobotstakemyjob.com/barbers","62.2","34.2","444","false",""
"35-3023.01","Baristas","https://willrobotstakemyjob.com/baristas","74.2","64.8","125","false",""
"35-3011.00","Bartenders","https://willrobotstakemyjob.com/bartenders","49.0","44.0","368","false",""
"49-3091.00","Bicycle Repairers","https://willrobotstakemyjob.com/bicycle-repairers","49.3","31.0","75","false",""
"43-3011.00","Bill and Account Collectors","https://willrobotstakemyjob.com/bill-and-account-collectors","100.0","69.6","70","false",""
"43-3021.00","Billing and Posting Clerks","https://willrobotstakemyjob.com/billing-and-posting-clerks","100.0","78.8","39","false",""
"19-1021.00","Biochemists and Biophysicists","https://willrobotstakemyjob.com/biochemists-and-biophysicists","2.2","30.2","191","false",""
"17-2031.00","Bioengineers and Biomedical Engineers","https://willrobotstakemyjob.com/bioengineers-and-biomedical-engineers","1.4","23.0","540","false",""
"51-8099.01","Biofuels Processing Technicians","https://willrobotstakemyjob.com/biofuels-processing-technicians","68.5","62.5","2","false",""
"11-3051.03","Biofuels Production Managers","https://willrobotstakemyjob.com/biofuels-production-managers","32.4","60.0","5","false",""
"11-9041.01","Biofuels/Biodiesel Technology and Product Development Managers","https://willrobotstakemyjob.com/biofuels-biodiesel-technology-and-product-development-managers","33.6","40.0","10","false",""
"19-1029.01","Bioinformatics Scientists","https://willrobotstakemyjob.com/bioinformatics-scientists","25.4","47.2","141","false",""
"15-2099.01","Bioinformatics Technicians","https://willrobotstakemyjob.com/bioinformatics-technicians","62.7","54.4","17","false",""
"25-1042.00","Biological Science Teachers, Postsecondary","https://willrobotstakemyjob.com/biological-science-teachers-postsecondary","5.2","35.0","55","false",""
"19-4021.00","Biological Technicians","https://willrobotstakemyjob.com/biological-technicians","62.4","49.2","62","false",""
"19-1029.04","Biologists","https://willrobotstakemyjob.com/biologists","1.5","26.2","223","false",""
"51-8013.03","Biomass Plant Technicians","https://willrobotstakemyjob.com/biomass-plant-technicians","70.4","53.6","7","false",""
"11-3051.04","Biomass Power Plant Managers","https://willrobotstakemyjob.com/biomass-power-plant-managers","25.9","50.0","3","false",""
"15-2041.01","Biostatisticians","https://willrobotstakemyjob.com/biostatisticians","36.2","41.8","46","false",""
"47-2011.00","Boilermakers","https://willrobotstakemyjob.com/boilermakers","42.0","35.9","39","false",""
"43-3031.00","Bookkeeping, Accounting, and Auditing Clerks","https://willrobotstakemyjob.com/bookkeeping-accounting-and-auditing-clerks","100.0","83.7","517","false",""
"47-2021.00","Brickmasons and Blockmasons","https://willrobotstakemyjob.com/brickmasons-and-blockmasons","26.0","44.9","49","false",""
"53-6011.00","Bridge and Lock Tenders","https://willrobotstakemyjob.com/bridge-and-lock-tenders","98.2","76.5","17","false",""
"27-3011.00","Broadcast Announcers and Radio Disc Jockeys","https://willrobotstakemyjob.com/broadcast-announcers-and-radio-disc-jockeys","59.8","43.9","106","false",""
"27-4012.00","Broadcast Technicians","https://willrobotstakemyjob.com/broadcast-technicians","62.0","61.3","31","false",""
"43-4011.00","Brokerage Clerks","https://willrobotstakemyjob.com/brokerage-clerks","100.0","59.6","39","false",""
"11-9199.11","Brownfield Redevelopment Specialists and Site Managers","https://willrobotstakemyjob.com/brownfield-redevelopment-specialists-and-site-managers","11.1","25.0","4","false",""
"13-2031.00","Budget Analysts","https://willrobotstakemyjob.com/budget-analysts","88.2","65.9","63","false",""
"49-3031.00","Bus and Truck Mechanics and Diesel Engine Specialists","https://willrobotstakemyjob.com/bus-and-truck-mechanics-and-diesel-engine-specialists","52.2","30.0","134","false",""
"53-3051.00","Bus Drivers, School","https://willrobotstakemyjob.com/bus-drivers-school","89.5","59.1","115","false",""
"53-3052.00","Bus Drivers, Transit and Intercity","https://willrobotstakemyjob.com/bus-drivers-transit-and-intercity","92.0","59.0","136","false",""
"13-1199.04","Business Continuity Planners","https://willrobotstakemyjob.com/business-continuity-planners","37.1","48.3","43","false",""
"15-2051.01","Business Intelligence Analysts","https://willrobotstakemyjob.com/business-intelligence-analysts","73.5","72.3","448","false",""
"25-1011.00","Business Teachers, Postsecondary","https://willrobotstakemyjob.com/business-teachers-postsecondary","45.1","45.5","28","false",""
"51-3021.00","Butchers and Meat Cutters","https://willrobotstakemyjob.com/butchers-and-meat-cutters","77.0","56.0","100","false",""
"13-1021.00","Buyers and Purchasing Agents, Farm Products","https://willrobotstakemyjob.com/buyers-and-purchasing-agents-farm-products","55.4","53.8","39","false",""
"51-7011.00","Cabinetmakers and Bench Carpenters","https://willrobotstakemyjob.com/cabinetmakers-and-bench-carpenters","64.7","45.6","45","false",""
"49-9061.00","Camera and Photographic Equipment Repairers","https://willrobotstakemyjob.com/camera-and-photographic-equipment-repairers","82.4","75.0","15","false",""
"27-4031.00","Camera Operators, Television, Video, and Film","https://willrobotstakemyjob.com/camera-operators-television-video-and-film","58.3","54.9","187","false",""
"53-5021.00","Captains, Mates, and Pilots of Water Vessels","https://willrobotstakemyjob.com/captains-mates-and-pilots-of-water-vessels","34.0","37.5","196","false",""
"29-2031.00","Cardiovascular Technologists and Technicians","https://willrobotstakemyjob.com/cardiovascular-technologists-and-technicians","56.3","38.2","53","false",""
"25-2023.00","Career/Technical Education Teachers, Middle School","https://willrobotstakemyjob.com/career-technical-education-teachers-middle-school","23.0","42.6","37","false",""
"25-1194.00","Career/Technical Education Teachers, Postsecondary","https://willrobotstakemyjob.com/career-technical-education-teachers-postsecondary","25.5","33.3","12","false",""
"25-2032.00","Career/Technical Education Teachers, Secondary School","https://willrobotstakemyjob.com/career-technical-education-teachers-secondary-school","8.1","31.7","56","false",""
"43-5011.00","Cargo and Freight Agents","https://willrobotstakemyjob.com/cargo-and-freight-agents","77.3","72.2","79","false",""
"47-2031.00","Carpenters","https://willrobotstakemyjob.com/carpenters","17.5","32.5","511","false",""
"47-2041.00","Carpet Installers","https://willrobotstakemyjob.com/carpet-installers","45.2","36.1","54","false",""
"17-1021.00","Cartographers and Photogrammetrists","https://willrobotstakemyjob.com/cartographers-and-photogrammetrists","59.6","59.1","58","false",""
"41-2011.00","Cashiers","https://willrobotstakemyjob.com/cashiers","87.6","86.6","1,418","false",""
"47-2051.00","Cement Masons and Concrete Finishers","https://willrobotstakemyjob.com/cement-masons-and-concrete-finishers","48.8","34.9","43","false",""
"35-1011.00","Chefs and Head Cooks","https://willrobotstakemyjob.com/chefs-and-head-cooks","9.0","33.2","682","false",""
"17-2041.00","Chemical Engineers","https://willrobotstakemyjob.com/chemical-engineers","11.4","27.4","834","false",""
"51-9011.00","Chemical Equipment Operators and Tenders","https://willrobotstakemyjob.com/chemical-equipment-operators-and-tenders","80.0","84.4","8","false",""
"51-8091.00","Chemical Plant and System Operators","https://willrobotstakemyjob.com/chemical-plant-and-system-operators","87.9","54.0","50","false",""
"19-4031.00","Chemical Technicians","https://willrobotstakemyjob.com/chemical-technicians","68.1","50.9","79","false",""
"25-1052.00","Chemistry Teachers, Postsecondary","https://willrobotstakemyjob.com/chemistry-teachers-postsecondary","16.9","34.6","13","false",""
"19-2031.00","Chemists","https://willrobotstakemyjob.com/chemists","45.9","34.3","483","false",""
"11-1011.00","Chief Executives","https://willrobotstakemyjob.com/chief-executives","0.0","25.0","519","false",""
"11-1011.03","Chief Sustainability Officers","https://willrobotstakemyjob.com/chief-sustainability-officers","0.8","36.4","22","false",""
"21-1021.00","Child, Family, and School Social Workers","https://willrobotstakemyjob.com/child-family-and-school-social-workers","10.9","19.3","168","false",""
"39-9011.00","Childcare Workers","https://willrobotstakemyjob.com/childcare-workers","32.4","18.7","127","false",""
"29-1011.00","Chiropractors","https://willrobotstakemyjob.com/chiropractors","4.0","21.7","99","false",""
"27-2032.00","Choreographers","https://willrobotstakemyjob.com/choreographers","0.0","23.8","82","false",""
"17-3022.00","Civil Engineering Technologists and Technicians","https://willrobotstakemyjob.com/civil-engineering-technologists-and-technicians","47.1","39.3","84","false",""
"17-2051.00","Civil Engineers","https://willrobotstakemyjob.com/civil-engineers","0.0","30.0","1,899","false",""
"13-1031.00","Claims Adjusters, Examiners, and Investigators","https://willrobotstakemyjob.com/claims-adjusters-examiners-and-investigators","63.4","59.3","132","false",""
"53-7061.00","Cleaners of Vehicles and Equipment","https://willrobotstakemyjob.com/cleaners-of-vehicles-and-equipment","84.6","59.1","44","false",""
"51-9192.00","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","https://willrobotstakemyjob.com/cleaning-washing-and-metal-pickling-equipment-operators-and-tenders","100.0","80.6","31","false",""
"21-2011.00","Clergy","https://willrobotstakemyjob.com/clergy","3.8","10.0","293","false",""
"19-2041.01","Climate Change Policy Analysts","https://willrobotstakemyjob.com/climate-change-policy-analysts","34.2","28.3","15","false",""
"19-3033.00","Clinical and Counseling Psychologists","https://willrobotstakemyjob.com/clinical-and-counseling-psychologists","10.6","27.4","745","false",""
"15-2051.02","Clinical Data Managers","https://willrobotstakemyjob.com/clinical-data-managers","52.1","66.4","29","false",""
"19-3039.03","Clinical Neuropsychologists","https://willrobotstakemyjob.com/clinical-neuropsychologists","0.0","28.8","40","false",""
"29-1141.04","Clinical Nurse Specialists","https://willrobotstakemyjob.com/clinical-nurse-specialists","0.0","22.7","32","false",""
"11-9121.01","Clinical Research Coordinators","https://willrobotstakemyjob.com/clinical-research-coordinators","46.2","50.0","32","false",""
"27-2022.00","Coaches and Scouts","https://willrobotstakemyjob.com/coaches-and-scouts","0.0","22.8","207","false",""
"51-9124.00","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","https://willrobotstakemyjob.com/coating-painting-and-spraying-machine-setters-operators-and-tenders","87.2","86.1","9","false",""
"51-2021.00","Coil Winders, Tapers, and Finishers","https://willrobotstakemyjob.com/coil-winders-tapers-and-finishers","89.7","75.0","6","false",""
"49-9091.00","Coin, Vending, and Amusement Machine Servicers and Repairers","https://willrobotstakemyjob.com/coin-vending-and-amusement-machine-servicers-and-repairers","90.2","58.8","17","false",""
"27-1021.00","Commercial and Industrial Designers","https://willrobotstakemyjob.com/commercial-and-industrial-designers","47.1","32.2","201","false",""
"49-9092.00","Commercial Divers","https://willrobotstakemyjob.com/commercial-divers","12.2","37.0","79","false",""
"25-1122.00","Communications Teachers, Postsecondary","https://willrobotstakemyjob.com/communications-teachers-postsecondary","15.2","53.8","13","false",""
"21-1094.00","Community Health Workers","https://willrobotstakemyjob.com/community-health-workers","17.1","28.3","15","false",""
"11-3111.00","Compensation and Benefits Managers","https://willrobotstakemyjob.com/compensation-and-benefits-managers","46.9","62.7","102","false",""
"13-1141.00","Compensation, Benefits, and Job Analysis Specialists","https://willrobotstakemyjob.com/compensation-benefits-and-job-analysis-specialists","53.3","54.0","31","false",""
"11-9199.02","Compliance Managers","https://willrobotstakemyjob.com/compliance-managers","40.2","37.8","41","false",""
"13-1041.00","Compliance Officers","https://willrobotstakemyjob.com/compliance-officers","55.9","45.5","105","false",""
"15-1221.00","Computer and Information Research Scientists","https://willrobotstakemyjob.com/computer-and-information-research-scientists","31.3","30.1","454","false",""
"11-3021.00","Computer and Information Systems Managers","https://willrobotstakemyjob.com/computer-and-information-systems-managers","38.5","34.3","489","false",""
"17-2061.00","Computer Hardware Engineers","https://willrobotstakemyjob.com/computer-hardware-engineers","35.5","30.5","469","false",""
"15-1241.00","Computer Network Architects","https://willrobotstakemyjob.com/computer-network-architects","40.8","39.0","105","false",""
"15-1231.00","Computer Network Support Specialists","https://willrobotstakemyjob.com/computer-network-support-specialists","64.8","55.0","125","false",""
"51-9161.00","Computer Numerically Controlled Tool Operators","https://willrobotstakemyjob.com/computer-numerically-controlled-tool-operators","87.0","52.1","24","false",""
"51-9162.00","Computer Numerically Controlled Tool Programmers","https://willrobotstakemyjob.com/computer-numerically-controlled-tool-programmers","75.5","60.7","28","false",""
"15-1251.00","Computer Programmers","https://willrobotstakemyjob.com/computer-programmers","70.1","73.6","11,016","false",""
"25-1021.00","Computer Science Teachers, Postsecondary","https://willrobotstakemyjob.com/computer-science-teachers-postsecondary","29.1","56.0","46","false",""
"15-1211.00","Computer Systems Analysts","https://willrobotstakemyjob.com/computer-systems-analysts","64.6","36.6","414","false",""
"15-1299.08","Computer Systems Engineers/Architects","https://willrobotstakemyjob.com/computer-systems-engineers-architects","33.6","59.0","613","false",""
"15-1232.00","Computer User Support Specialists","https://willrobotstakemyjob.com/computer-user-support-specialists","58.6","55.8","190","false",""
"49-2011.00","Computer, Automated Teller, and Office Machine Repairers","https://willrobotstakemyjob.com/computer-automated-teller-and-office-machine-repairers","68.6","54.4","40","false",""
"39-6012.00","Concierges","https://willrobotstakemyjob.com/concierges","55.9","50.6","42","false",""
"19-1031.00","Conservation Scientists","https://willrobotstakemyjob.com/conservation-scientists","13.7","24.1","29","false",""
"47-4011.00","Construction and Building Inspectors","https://willrobotstakemyjob.com/construction-and-building-inspectors","32.3","37.7","67","false",""
"47-2061.00","Construction Laborers","https://willrobotstakemyjob.com/construction-laborers","55.6","50.2","284","false",""
"11-9021.00","Construction Managers","https://willrobotstakemyjob.com/construction-managers","3.2","23.7","330","false",""
"47-5041.00","Continuous Mining Machine Operators","https://willrobotstakemyjob.com/continuous-mining-machine-operators","75.1","59.2","19","false",""
"49-9012.00","Control and Valve Installers and Repairers, Except Mechanical Door","https://willrobotstakemyjob.com/control-and-valve-installers-and-repairers-except-mechanical-door","46.5","36.1","9","false",""
"53-7011.00","Conveyor Operators and Tenders","https://willrobotstakemyjob.com/conveyor-operators-and-tenders","88.9","68.2","11","false",""
"35-2011.00","Cooks, Fast Food","https://willrobotstakemyjob.com/cooks-fast-food","100.0","74.7","286","false",""
"35-2012.00","Cooks, Institution and Cafeteria","https://willrobotstakemyjob.com/cooks-institution-and-cafeteria","64.5","66.1","28","false",""
"35-2013.00","Cooks, Private Household","https://willrobotstakemyjob.com/cooks-private-household","60.9","54.0","31","false",""
"35-2014.00","Cooks, Restaurant","https://willrobotstakemyjob.com/cooks-restaurant","61.7","49.4","342","false",""
"35-2015.00","Cooks, Short Order","https://willrobotstakemyjob.com/cooks-short-order","75.1","59.2","141","false",""
"51-9193.00","Cooling and Freezing Equipment Operators and Tenders","https://willrobotstakemyjob.com/cooling-and-freezing-equipment-operators-and-tenders","75.8","55.8","13","false",""
"13-1041.06","Coroners","https://willrobotstakemyjob.com/coroners","15.1","16.3","26","false",""
"33-3012.00","Correctional Officers and Jailers","https://willrobotstakemyjob.com/correctional-officers-and-jailers","35.3","34.9","200","false",""
"43-4021.00","Correspondence Clerks","https://willrobotstakemyjob.com/correspondence-clerks","100.0","83.3","6","false",""
"13-1051.00","Cost Estimators","https://willrobotstakemyjob.com/cost-estimators","54.3","50.0","122","false",""
"39-3092.00","Costume Attendants","https://willrobotstakemyjob.com/costume-attendants","57.8","54.3","29","false",""
"41-2021.00","Counter and Rental Clerks","https://willrobotstakemyjob.com/counter-and-rental-clerks","90.4","85.8","37","false",""
"43-5021.00","Couriers and Messengers","https://willrobotstakemyjob.com/couriers-and-messengers","96.1","68.2","77","false",""
"27-3092.00","Court Reporters and Simultaneous Captioners","https://willrobotstakemyjob.com/court-reporters-and-simultaneous-captioners","100.0","76.1","71","false",""
"43-4031.00","Court, Municipal, and License Clerks","https://willrobotstakemyjob.com/court-municipal-and-license-clerks","97.6","68.5","23","false",""
"27-1012.00","Craft Artists","https://willrobotstakemyjob.com/craft-artists","54.1","40.1","186","false",""
"53-7021.00","Crane and Tower Operators","https://willrobotstakemyjob.com/crane-and-tower-operators","78.3","48.6","74","false",""
"13-2041.00","Credit Analysts","https://willrobotstakemyjob.com/credit-analysts","100.0","72.2","217","false",""
"43-4041.00","Credit Authorizers, Checkers, and Clerks","https://willrobotstakemyjob.com/credit-authorizers-checkers-and-clerks","100.0","81.9","18","false",""
"13-2071.00","Credit Counselors","https://willrobotstakemyjob.com/credit-counselors","64.2","43.3","15","false",""
"25-1111.00","Criminal Justice and Law Enforcement Teachers, Postsecondary","https://willrobotstakemyjob.com/criminal-justice-and-law-enforcement-teachers-postsecondary","32.4","30.6","18","false",""
"29-1141.03","Critical Care Nurses","https://willrobotstakemyjob.com/critical-care-nurses","0.0","21.1","51","false",""
"33-9091.00","Crossing Guards and Flaggers","https://willrobotstakemyjob.com/crossing-guards-and-flaggers","92.6","72.4","39","false",""
"51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","https://willrobotstakemyjob.com/crushing-grinding-and-polishing-machine-setters-operators-and-tenders","89.0","67.9","14","false",""
"25-4012.00","Curators","https://willrobotstakemyjob.com/curators","6.1","17.2","67","false",""
"43-4051.00","Customer Service Representatives","https://willrobotstakemyjob.com/customer-service-representatives","78.9","73.5","572","false",""
"33-3051.04","Customs and Border Protection Officers","https://willrobotstakemyjob.com/customs-and-border-protection-officers","42.2","38.5","37","false",""
"13-1041.08","Customs Brokers","https://willrobotstakemyjob.com/customs-brokers","85.4","66.1","42","false",""
"51-9031.00","Cutters and Trimmers, Hand","https://willrobotstakemyjob.com/cutters-and-trimmers-hand","100.0","58.7","20","false",""
"51-9032.00","Cutting and Slicing Machine Setters, Operators, and Tenders","https://willrobotstakemyjob.com/cutting-and-slicing-machine-setters-operators-and-tenders","99.3","79.4","17","false",""
"51-4031.00","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic","100.0","66.2","17","false",""
"29-2011.01","Cytogenetic Technologists","https://willrobotstakemyjob.com/cytogenetic-technologists","76.0","62.5","6","false",""
"29-2011.02","Cytotechnologists","https://willrobotstakemyjob.com/cytotechnologists","93.6","70.8","24","false",""
"27-2031.00","Dancers","https://willrobotstakemyjob.com/dancers","16.4","16.1","293","false",""
"43-9021.00","Data Entry Keyers","https://willrobotstakemyjob.com/data-entry-keyers","100.0","90.7","364","false",""
"15-1243.01","Data Warehousing Specialists","https://willrobotstakemyjob.com/data-warehousing-specialists","77.0","57.1","91","false",""
"15-1242.00","Database Administrators","https://willrobotstakemyjob.com/database-administrators","57.2","56.0","178","false",""
"15-1243.00","Database Architects","https://willrobotstakemyjob.com/database-architects","50.7","48.9","67","false",""
"41-9011.00","Demonstrators and Product Promoters","https://willrobotstakemyjob.com/demonstrators-and-product-promoters","59.1","41.1","14","false",""
"31-9091.00","Dental Assistants","https://willrobotstakemyjob.com/dental-assistants","51.4","39.5","100","false",""
"29-1292.00","Dental Hygienists","https://willrobotstakemyjob.com/dental-hygienists","43.6","34.9","154","false",""
