"SOC Code","Name","Url","Calculated Risk %","Voted Risk %","Votes","Is Group","Group SOC Codes"
"51-9081.00","Dental Laboratory Technicians","https://willrobotstakemyjob.com/dental-laboratory-technicians","74.6","66.1","101","false",""
"29-1021.00","Dentists, General","https://willrobotstakemyjob.com/dentists-general","0.0","20.0","1,288","false",""
"29-1213.00","Dermatologists","https://willrobotstakemyjob.com/dermatologists","0.0","34.6","191","false",""
"47-5011.00","Derrick Operators, Oil and Gas","https://willrobotstakemyjob.com/derrick-operators-oil-and-gas","54.9","59.6","13","false",""
"43-9031.00","Desktop Publishers","https://willrobotstakemyjob.com/desktop-publishers","69.8","56.3","28","false",""
"33-3021.00","Detectives and Criminal Investigators","https://willrobotstakemyjob.com/detectives-and-criminal-investigators","10.1","27.2","414","false",""
"29-2032.00","Diagnostic Medical Sonographers","https://willrobotstakemyjob.com/diagnostic-medical-sonographers","48.9","38.9","279","false",""
"29-2051.00","Dietetic Technicians","https://willrobotstakemyjob.com/dietetic-technicians","38.6","54.2","12","false",""
"29-1031.00","Dietitians and Nutritionists","https://willrobotstakemyjob.com/dietitians-and-nutritionists","8.3","52.3","418","false",""
"35-9011.00","Dining Room and Cafeteria Attendants and Bartender Helpers","https://willrobotstakemyjob.com/dining-room-and-cafeteria-attendants-and-bartender-helpers","69.5","59.0","25","false",""
"21-2021.00","Directors, Religious Activities and Education","https://willrobotstakemyjob.com/directors-religious-activities-and-education","5.6","28.9","38","false",""
"35-9021.00","Dishwashers","https://willrobotstakemyjob.com/dishwashers","89.6","69.7","117","false",""
"43-5032.00","Dispatchers, Except Police, Fire, and Ambulance","https://willrobotstakemyjob.com/dispatchers-except-police-fire-and-ambulance","73.0","63.6","59","false",""
"15-1299.03","Document Management Specialists","https://willrobotstakemyjob.com/document-management-specialists","67.6","82.3","24","false",""
"41-9091.00","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","https://willrobotstakemyjob.com/door-to-door-sales-workers-news-and-street-vendors-and-related-workers","77.7","59.4","53","false",""
"53-7031.00","Dredge Operators","https://willrobotstakemyjob.com/dredge-operators","100.0","78.6","14","false",""
"51-4032.00","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic","100.0","69.1","17","false",""
"53-3031.00","Driver/Sales Workers","https://willrobotstakemyjob.com/driver-sales-workers","92.7","77.9","247","false",""
"47-2081.00","Drywall and Ceiling Tile Installers","https://willrobotstakemyjob.com/drywall-and-ceiling-tile-installers","57.7","40.2","28","false",""
"47-5023.00","Earth Drillers, Except Oil and Gas","https://willrobotstakemyjob.com/earth-drillers-except-oil-and-gas","69.8","71.4","7","false",""
"25-1063.00","Economics Teachers, Postsecondary","https://willrobotstakemyjob.com/economics-teachers-postsecondary","53.2","38.1","21","false",""
"19-3011.00","Economists","https://willrobotstakemyjob.com/economists","50.5","48.1","1,268","false",""
"27-3041.00","Editors","https://willrobotstakemyjob.com/editors","51.1","49.3","268","false",""
"11-9032.00","Education Administrators, Kindergarten through Secondary","https://willrobotstakemyjob.com/education-administrators-kindergarten-through-secondary","0.0","28.2","77","false",""
"11-9033.00","Education Administrators, Postsecondary","https://willrobotstakemyjob.com/education-administrators-postsecondary","16.1","31.2","77","false",""
"11-9031.00","Education and Childcare Administrators, Preschool and Daycare","https://willrobotstakemyjob.com/education-and-childcare-administrators-preschool-and-daycare","6.6","25.6","39","false",""
"25-1081.00","Education Teachers, Postsecondary","https://willrobotstakemyjob.com/education-teachers-postsecondary","15.1","38.6","118","false",""
"21-1012.00","Educational, Guidance, and Career Counselors and Advisors","https://willrobotstakemyjob.com/educational-guidance-and-career-counselors-and-advisors","2.4","29.3","133","false",""
"49-2092.00","Electric Motor, Power Tool, and Related Repairers","https://willrobotstakemyjob.com/electric-motor-power-tool-and-related-repairers","49.3","47.7","22","false",""
"17-3023.00","Electrical and Electronic Engineering Technologists and Technicians","https://willrobotstakemyjob.com/electrical-and-electronic-engineering-technologists-and-technicians","50.9","38.4","142","false",""
"51-2022.00","Electrical and Electronic Equipment Assemblers","https://willrobotstakemyjob.com/electrical-and-electronic-equipment-assemblers","87.7","80.4","28","false",""
"17-3012.00","Electrical and Electronics Drafters","https://willrobotstakemyjob.com/electrical-and-electronics-drafters","70.1","63.9","27","false",""
"49-2093.00","Electrical and Electronics Installers and Repairers, Transportation Equipment","https://willrobotstakemyjob.com/electrical-and-electronics-installers-and-repairers-transportation-equipment","53.2","50.0","16","false",""
"49-2094.00","Electrical and Electronics Repairers, Commercial and Industrial Equipment","https://willrobotstakemyjob.com/electrical-and-electronics-repairers-commercial-and-industrial-equipment","54.9","26.5","51","false",""
"49-2095.00","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","https://willrobotstakemyjob.com/electrical-and-electronics-repairers-powerhouse-substation-and-relay","41.8","48.5","34","false",""
"17-2071.00","Electrical Engineers","https://willrobotstakemyjob.com/electrical-engineers","25.3","38.9","1,274","false",""
"49-9051.00","Electrical Power-Line Installers and Repairers","https://willrobotstakemyjob.com/electrical-power-line-installers-and-repairers","32.3","22.7","88","false",""
"47-2111.00","Electricians","https://willrobotstakemyjob.com/electricians","6.8","20.8","1,304","false",""
"17-3024.00","Electro-Mechanical and Mechatronics Technologists and Technicians","https://willrobotstakemyjob.com/electro-mechanical-and-mechatronics-technologists-and-technicians","62.4","29.8","94","false",""
"51-2023.00","Electromechanical Equipment Assemblers","https://willrobotstakemyjob.com/electromechanical-equipment-assemblers","98.2","75.0","10","false",""
"49-2096.00","Electronic Equipment Installers and Repairers, Motor Vehicles","https://willrobotstakemyjob.com/electronic-equipment-installers-and-repairers-motor-vehicles","43.0","54.4","17","false",""
"17-2072.00","Electronics Engineers, Except Computer","https://willrobotstakemyjob.com/electronics-engineers-except-computer","45.6","34.7","302","false",""
"25-2021.00","Elementary School Teachers, Except Special Education","https://willrobotstakemyjob.com/elementary-school-teachers-except-special-education","10.5","28.5","317","false",""
"47-4021.00","Elevator and Escalator Installers and Repairers","https://willrobotstakemyjob.com/elevator-and-escalator-installers-and-repairers","36.4","23.1","65","false",""
"43-4061.00","Eligibility Interviewers, Government Programs","https://willrobotstakemyjob.com/eligibility-interviewers-government-programs","74.7","68.8","28","false",""
"39-4011.00","Embalmers","https://willrobotstakemyjob.com/embalmers","22.0","23.3","30","false",""
"11-9161.00","Emergency Management Directors","https://willrobotstakemyjob.com/emergency-management-directors","0.0","33.1","34","false",""
"29-2042.00","Emergency Medical Technicians","https://willrobotstakemyjob.com/emergency-medical-technicians","0.0","14.0","57","false",""
"31-9099.02","Endoscopy Technicians","https://willrobotstakemyjob.com/endoscopy-technicians","66.0","42.9","7","false",""
"47-4011.01","Energy Auditors","https://willrobotstakemyjob.com/energy-auditors","31.0","58.3","9","false",""
"17-2199.03","Energy Engineers, Except Wind and Solar","https://willrobotstakemyjob.com/energy-engineers-except-wind-and-solar","11.1","39.1","23","false",""
"51-2031.00","Engine and Other Machine Assemblers","https://willrobotstakemyjob.com/engine-and-other-machine-assemblers","87.2","71.0","50","false",""
"25-1032.00","Engineering Teachers, Postsecondary","https://willrobotstakemyjob.com/engineering-teachers-postsecondary","22.6","46.2","52","false",""
"25-1123.00","English Language and Literature Teachers, Postsecondary","https://willrobotstakemyjob.com/english-language-and-literature-teachers-postsecondary","14.5","39.8","110","false",""
"13-1041.01","Environmental Compliance Inspectors","https://willrobotstakemyjob.com/environmental-compliance-inspectors","33.1","29.5","11","false",""
"19-3011.01","Environmental Economists","https://willrobotstakemyjob.com/environmental-economists","51.9","40.0","15","false",""
"17-3025.00","Environmental Engineering Technologists and Technicians","https://willrobotstakemyjob.com/environmental-engineering-technologists-and-technicians","38.4","33.3","15","false",""
"17-2081.00","Environmental Engineers","https://willrobotstakemyjob.com/environmental-engineers","3.0","29.4","225","false",""
"19-2041.02","Environmental Restoration Planners","https://willrobotstakemyjob.com/environmental-restoration-planners","2.5","27.3","11","false",""
"19-4042.00","Environmental Science and Protection Technicians, Including Health","https://willrobotstakemyjob.com/environmental-science-and-protection-technicians-including-health","31.7","33.3","6","false",""
"25-1053.00","Environmental Science Teachers, Postsecondary","https://willrobotstakemyjob.com/environmental-science-teachers-postsecondary","10.1","40.9","11","false",""
"19-2041.00","Environmental Scientists and Specialists, Including Health","https://willrobotstakemyjob.com/environmental-scientists-and-specialists-including-health","31.2","27.9","102","false",""
"19-1041.00","Epidemiologists","https://willrobotstakemyjob.com/epidemiologists","6.7","31.0","104","false",""
"13-1041.03","Equal Opportunity Representatives and Officers","https://willrobotstakemyjob.com/equal-opportunity-representatives-and-officers","34.0","33.3","3","false",""
"51-9194.00","Etchers and Engravers","https://willrobotstakemyjob.com/etchers-and-engravers","100.0","82.7","13","false",""
"47-5022.00","Excavating and Loading Machine and Dragline Operators, Surface Mining","https://willrobotstakemyjob.com/excavating-and-loading-machine-and-dragline-operators-surface-mining","63.5","53.6","7","false",""
"43-6011.00","Executive Secretaries and Executive Administrative Assistants","https://willrobotstakemyjob.com/executive-secretaries-and-executive-administrative-assistants","72.0","62.1","142","false",""
"29-1128.00","Exercise Physiologists","https://willrobotstakemyjob.com/exercise-physiologists","4.2","41.0","25","false",""
"39-9031.00","Exercise Trainers and Group Fitness Instructors","https://willrobotstakemyjob.com/exercise-trainers-and-group-fitness-instructors","2.9","35.5","153","false",""
"47-5032.00","Explosives Workers, Ordnance Handling Experts, and Blasters","https://willrobotstakemyjob.com/explosives-workers-ordnance-handling-experts-and-blasters","39.8","48.5","17","false",""
"51-4021.00","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic","100.0","70.0","15","false",""
"51-6091.00","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","https://willrobotstakemyjob.com/extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers","96.8","75.0","9","false",""
"51-9041.00","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","https://willrobotstakemyjob.com/extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders","99.9","63.5","13","false",""
"51-6092.00","Fabric and Apparel Patternmakers","https://willrobotstakemyjob.com/fabric-and-apparel-patternmakers","66.2","51.8","14","false",""
"11-3013.00","Facilities Managers","https://willrobotstakemyjob.com/facilities-managers","37.7","34.7","31","false",""
"45-4021.00","Fallers","https://willrobotstakemyjob.com/fallers","100.0","57.6","23","false",""
"25-1192.00","Family and Consumer Sciences Teachers, Postsecondary","https://willrobotstakemyjob.com/family-and-consumer-sciences-teachers-postsecondary","29.1","25.0","1","false",""
"29-1215.00","Family Medicine Physicians","https://willrobotstakemyjob.com/family-medicine-physicians","18.6","29.0","221","false",""
"25-9021.00","Farm and Home Management Educators","https://willrobotstakemyjob.com/farm-and-home-management-educators","0.9","35.7","14","false",""
"49-3041.00","Farm Equipment Mechanics and Service Technicians","https://willrobotstakemyjob.com/farm-equipment-mechanics-and-service-technicians","43.6","36.7","32","false",""
"13-1074.00","Farm Labor Contractors","https://willrobotstakemyjob.com/farm-labor-contractors","96.6","79.0","25","false",""
"11-9013.00","Farmers, Ranchers, and Other Agricultural Managers","https://willrobotstakemyjob.com/farmers-ranchers-and-other-agricultural-managers","25.2","37.2","325","false",""
"45-2092.00","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","https://willrobotstakemyjob.com/farmworkers-and-laborers-crop-nursery-and-greenhouse","60.5","64.0","25","false",""
"45-2093.00","Farmworkers, Farm, Ranch, and Aquacultural Animals","https://willrobotstakemyjob.com/farmworkers-farm-ranch-and-aquacultural-animals","66.6","43.6","43","false",""
"27-1022.00","Fashion Designers","https://willrobotstakemyjob.com/fashion-designers","22.6","31.8","372","false",""
"35-3023.00","Fast Food and Counter Workers","https://willrobotstakemyjob.com/fast-food-and-counter-workers","96.2","87.6","220","false",""
"47-4031.00","Fence Erectors","https://willrobotstakemyjob.com/fence-erectors","48.0","35.0","15","false",""
"51-2051.00","Fiberglass Laminators and Fabricators","https://willrobotstakemyjob.com/fiberglass-laminators-and-fabricators","70.4","39.3","7","false",""
"43-4071.00","File Clerks","https://willrobotstakemyjob.com/file-clerks","85.8","75.8","33","false",""
"27-4032.00","Film and Video Editors","https://willrobotstakemyjob.com/film-and-video-editors","71.9","44.6","946","false",""
"13-2051.00","Financial and Investment Analysts","https://willrobotstakemyjob.com/financial-and-investment-analysts","77.2","79.2","1,288","false",""
"43-3000","Financial Clerks","https://willrobotstakemyjob.com/financial-clerks-all-occupations","100.0","87.6","93","true","43-3011.00;43-3021.00;43-3031.00;43-3041.00;43-3051.00;43-3061.00;43-3071.00;43-3099.00"
"13-2061.00","Financial Examiners","https://willrobotstakemyjob.com/financial-examiners","64.5","52.6","39","false",""
"11-3031.00","Financial Managers","https://willrobotstakemyjob.com/financial-managers","59.9","42.4","574","false",""
"13-2099.01","Financial Quantitative Analysts","https://willrobotstakemyjob.com/financial-quantitative-analysts","70.1","49.4","129","false",""
"33-2021.00","Fire Inspectors and Investigators","https://willrobotstakemyjob.com/fire-inspectors-and-investigators","4.2","31.3","28","false",""
"17-2111.02","Fire-Prevention and Protection Engineers","https://willrobotstakemyjob.com/fire-prevention-and-protection-engineers","7.1","29.8","26","false",""
"33-2011.00","Firefighters","https://willrobotstakemyjob.com/firefighters","0.0","14.7","557","false",""
"47-1011.00","First-Line Supervisors of Construction Trades and Extraction Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-construction-trades-and-extraction-workers","16.9","27.3","11","false",""
"33-1011.00","First-Line Supervisors of Correctional Officers","https://willrobotstakemyjob.com/first-line-supervisors-of-correctional-officers","12.8","12.5","10","false",""
"39-1014.00","First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services","https://willrobotstakemyjob.com/first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services","26.6","6.3","4","false",""
"45-1011.00","First-Line Supervisors of Farming, Fishing, and Forestry Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-farming-fishing-and-forestry-workers","38.7","40.6","24","false",""
"33-1021.00","First-Line Supervisors of Firefighting and Prevention Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-firefighting-and-prevention-workers","0.0","23.9","22","false",""
"35-1012.00","First-Line Supervisors of Food Preparation and Serving Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-food-preparation-and-serving-workers","46.9","51.5","17","false",""
"39-1013.00","First-Line Supervisors of Gambling Services Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-gambling-services-workers","58.9","87.5","4","false",""
"53-1042.00","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","https://willrobotstakemyjob.com/first-line-supervisors-of-helpers-laborers-and-material-movers-hand","52.1","28.6","7","false",""
"37-1011.00","First-Line Supervisors of Housekeeping and Janitorial Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-housekeeping-and-janitorial-workers","50.2","50.0","12","false",""
"37-1012.00","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers","16.3","43.4","19","false",""
"53-1043.00","First-Line Supervisors of Material-Moving Machine and Vehicle Operators","https://willrobotstakemyjob.com/first-line-supervisors-of-material-moving-machine-and-vehicle-operators","49.2","25.0","3","false",""
"49-1011.00","First-Line Supervisors of Mechanics, Installers, and Repairers","https://willrobotstakemyjob.com/first-line-supervisors-of-mechanics-installers-and-repairers","30.1","35.8","30","false",""
"41-1012.00","First-Line Supervisors of Non-Retail Sales Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-non-retail-sales-workers","49.0","45.5","11","false",""
"43-1011.00","First-Line Supervisors of Office and Administrative Support Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-office-and-administrative-support-workers","53.5","46.3","27","false",""
"39-1022.00","First-Line Supervisors of Personal Service Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-personal-service-workers","29.9","25.0","1","false",""
"33-1012.00","First-Line Supervisors of Police and Detectives","https://willrobotstakemyjob.com/first-line-supervisors-of-police-and-detectives","0.0","18.4","49","false",""
"51-1011.00","First-Line Supervisors of Production and Operating Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-production-and-operating-workers","46.3","54.3","29","false",""
"41-1011.00","First-Line Supervisors of Retail Sales Workers","https://willrobotstakemyjob.com/first-line-supervisors-of-retail-sales-workers","36.9","51.7","60","false",""
"53-1049.00","First-Line Supervisors of Transportation Workers, All Other","https://willrobotstakemyjob.com/first-line-supervisors-of-transportation-workers-all-other","45.6","66.7","3","false",""
"33-3031.00","Fish and Game Wardens","https://willrobotstakemyjob.com/fish-and-game-wardens","1.1","17.9","60","false",""
"11-9179.01","Fitness and Wellness Coordinators","https://willrobotstakemyjob.com/fitness-and-wellness-coordinators","0.0","42.9","21","false",""
"53-2031.00","Flight Attendants","https://willrobotstakemyjob.com/flight-attendants","37.5","37.3","507","false",""
"47-2042.00","Floor Layers, Except Carpet, Wood, and Hard Tiles","https://willrobotstakemyjob.com/floor-layers-except-carpet-wood-and-hard-tiles","44.9","52.5","20","false",""
"47-2043.00","Floor Sanders and Finishers","https://willrobotstakemyjob.com/floor-sanders-and-finishers","57.3","60.7","14","false",""
"27-1023.00","Floral Designers","https://willrobotstakemyjob.com/floral-designers","53.3","29.3","47","false",""
"51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","https://willrobotstakemyjob.com/food-and-tobacco-roasting-baking-and-drying-machine-operators-and-tenders","90.4","56.3","16","false",""
"51-3092.00","Food Batchmakers","https://willrobotstakemyjob.com/food-batchmakers","100.0","70.7","29","false",""
"51-3093.00","Food Cooking Machine Operators and Tenders","https://willrobotstakemyjob.com/food-cooking-machine-operators-and-tenders","100.0","77.7","28","false",""
"35-2021.00","Food Preparation Workers","https://willrobotstakemyjob.com/food-preparation-workers","75.7","70.1","66","false",""
"19-4013.00","Food Science Technicians","https://willrobotstakemyjob.com/food-science-technicians","86.0","78.1","32","false",""
"19-1012.00","Food Scientists and Technologists","https://willrobotstakemyjob.com/food-scientists-and-technologists","43.5","33.4","143","false",""
"35-3041.00","Food Servers, Nonrestaurant","https://willrobotstakemyjob.com/food-servers-nonrestaurant","72.8","72.1","61","false",""
"11-9051.00","Food Service Managers","https://willrobotstakemyjob.com/food-service-managers","41.6","38.1","67","false",""
"25-1124.00","Foreign Language and Literature Teachers, Postsecondary","https://willrobotstakemyjob.com/foreign-language-and-literature-teachers-postsecondary","44.7","50.8","89","false",""
"19-4092.00","Forensic Science Technicians","https://willrobotstakemyjob.com/forensic-science-technicians","40.3","33.3","219","false",""
"19-4071.00","Forest and Conservation Technicians","https://willrobotstakemyjob.com/forest-and-conservation-technicians","23.9","41.7","12","false",""
"45-4011.00","Forest and Conservation Workers","https://willrobotstakemyjob.com/forest-and-conservation-workers","47.6","32.6","33","false",""
"33-2022.00","Forest Fire Inspectors and Prevention Specialists","https://willrobotstakemyjob.com/forest-fire-inspectors-and-prevention-specialists","14.8","19.2","13","false",""
"19-1032.00","Foresters","https://willrobotstakemyjob.com/foresters","24.7","25.6","87","false",""
"25-1043.00","Forestry and Conservation Science Teachers, Postsecondary","https://willrobotstakemyjob.com/forestry-and-conservation-science-teachers-postsecondary","8.4","28.6","7","false",""
"51-4022.00","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/forging-machine-setters-operators-and-tenders-metal-and-plastic","96.0","77.5","20","false",""
"51-4071.00","Foundry Mold and Coremakers","https://willrobotstakemyjob.com/foundry-mold-and-coremakers","93.7","56.8","11","false",""
"13-2099.04","Fraud Examiners, Investigators and Analysts","https://willrobotstakemyjob.com/fraud-examiners-investigators-and-analysts","52.1","54.4","45","false",""
"43-5011.01","Freight Forwarders","https://willrobotstakemyjob.com/freight-forwarders","83.9","60.9","46","false",""
"17-2141.01","Fuel Cell Engineers","https://willrobotstakemyjob.com/fuel-cell-engineers","34.7","62.5","2","false",""
"13-1131.00","Fundraisers","https://willrobotstakemyjob.com/fundraisers","40.0","22.2","18","false",""
"11-2033.00","Fundraising Managers","https://willrobotstakemyjob.com/fundraising-managers","18.6","30.0","15","false",""
"39-4021.00","Funeral Attendants","https://willrobotstakemyjob.com/funeral-attendants","65.7","32.6","23","false",""
"11-9171.00","Funeral Home Managers","https://willrobotstakemyjob.com/funeral-home-managers","33.0","35.4","12","false",""
"51-9051.00","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","https://willrobotstakemyjob.com/furnace-kiln-oven-drier-and-kettle-operators-and-tenders","92.6","69.6","14","false",""
"51-7021.00","Furniture Finishers","https://willrobotstakemyjob.com/furniture-finishers","57.3","62.5","14","false",""
"39-3012.00","Gambling and Sports Book Writers and Runners","https://willrobotstakemyjob.com/gambling-and-sports-book-writers-and-runners","98.1","58.1","40","false",""
"43-3041.00","Gambling Cage Workers","https://willrobotstakemyjob.com/gambling-cage-workers","96.5","83.7","26","false",""
"41-2012.00","Gambling Change Persons and Booth Cashiers","https://willrobotstakemyjob.com/gambling-change-persons-and-booth-cashiers","93.4","83.0","25","false",""
"39-3011.00","Gambling Dealers","https://willrobotstakemyjob.com/gambling-dealers","86.7","59.9","116","false",""
"11-9071.00","Gambling Managers","https://willrobotstakemyjob.com/gambling-managers","41.5","48.9","22","false",""
"33-9031.00","Gambling Surveillance Officers and Gambling Investigators","https://willrobotstakemyjob.com/gambling-surveillance-officers-and-gambling-investigators","81.5","70.6","17","false",""
"53-7071.00","Gas Compressor and Gas Pumping Station Operators","https://willrobotstakemyjob.com/gas-compressor-and-gas-pumping-station-operators","87.4","64.7","17","false",""
"51-8092.00","Gas Plant Operators","https://willrobotstakemyjob.com/gas-plant-operators","71.2","68.4","19","false",""
"51-9071.06","Gem and Diamond Workers","https://willrobotstakemyjob.com/gem-and-diamond-workers","100.0","81.3","16","false",""
"11-1021.00","General and Operations Managers","https://willrobotstakemyjob.com/general-and-operations-managers","38.7","32.8","236","false",""
"29-1216.00","General Internal Medicine Physicians","https://willrobotstakemyjob.com/general-internal-medicine-physicians","0.0","32.9","375","false",""
"29-9092.00","Genetic Counselors","https://willrobotstakemyjob.com/genetic-counselors","28.5","33.8","37","false",""
"19-1029.03","Geneticists","https://willrobotstakemyjob.com/geneticists","20.2","29.9","46","false",""
"17-1022.01","Geodetic Surveyors","https://willrobotstakemyjob.com/geodetic-surveyors","45.0","42.9","21","false",""
"19-3092.00","Geographers","https://willrobotstakemyjob.com/geographers","26.9","42.5","83","false",""
"15-1299.02","Geographic Information Systems Technologists and Technicians","https://willrobotstakemyjob.com/geographic-information-systems-technologists-and-technicians","48.5","50.9","85","false",""
"25-1064.00","Geography Teachers, Postsecondary","https://willrobotstakemyjob.com/geography-teachers-postsecondary","17.6","54.5","22","false",""
"19-4043.00","Geological Technicians, Except Hydrologic Technicians","https://willrobotstakemyjob.com/geological-technicians-except-hydrologic-technicians","69.1","41.7","21","false",""
"19-2042.00","Geoscientists, Except Hydrologists and Geographers","https://willrobotstakemyjob.com/geoscientists-except-hydrologists-and-geographers","19.6","31.2","189","false",""
"11-3051.02","Geothermal Production Managers","https://willrobotstakemyjob.com/geothermal-production-managers","16.4","62.5","2","false",""
"49-9099.01","Geothermal Technicians","https://willrobotstakemyjob.com/geothermal-technicians","49.9","58.3","6","false",""
"51-9195.04","Glass Blowers, Molders, Benders, and Finishers","https://willrobotstakemyjob.com/glass-blowers-molders-benders-and-finishers","97.5","51.6","16","false",""
"47-2121.00","Glaziers","https://willrobotstakemyjob.com/glaziers","40.2","41.4","29","false",""
"13-1041.04","Government Property Inspectors and Investigators","https://willrobotstakemyjob.com/government-property-inspectors-and-investigators","27.8","57.7","13","false",""
"45-2041.00","Graders and Sorters, Agricultural Products","https://willrobotstakemyjob.com/graders-and-sorters-agricultural-products","100.0","78.7","27","false",""
"27-1024.00","Graphic Designers","https://willrobotstakemyjob.com/graphic-designers","47.1","69.3","4,334","false",""
"51-9022.00","Grinding and Polishing Workers, Hand","https://willrobotstakemyjob.com/grinding-and-polishing-workers-hand","86.6","84.6","26","false",""
"51-4033.00","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic","100.0","73.4","16","false",""
"39-5012.00","Hairdressers, Hairstylists, and Cosmetologists","https://willrobotstakemyjob.com/hairdressers-hairstylists-and-cosmetologists","29.8","27.8","384","false",""
"47-4041.00","Hazardous Materials Removal Workers","https://willrobotstakemyjob.com/hazardous-materials-removal-workers","38.6","57.8","16","false",""
"17-2111.00","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","https://willrobotstakemyjob.com/health-and-safety-engineers-except-mining-safety-engineers-and-inspectors","13.3","32.4","47","false",""
"21-1091.00","Health Education Specialists","https://willrobotstakemyjob.com/health-education-specialists","3.0","35.7","28","false",""
"15-1211.01","Health Informatics Specialists","https://willrobotstakemyjob.com/health-informatics-specialists","17.9","62.0","50","false",""
"25-1071.00","Health Specialties Teachers, Postsecondary","https://willrobotstakemyjob.com/health-specialties-teachers-postsecondary","7.4","43.3","15","false",""
"21-1022.00","Healthcare Social Workers","https://willrobotstakemyjob.com/healthcare-social-workers","0.0","23.7","136","false",""
"29-2092.00","Hearing Aid Specialists","https://willrobotstakemyjob.com/hearing-aid-specialists","48.9","41.7","18","false",""
"51-4191.00","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","https://willrobotstakemyjob.com/heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic","98.4","68.8","16","false",""
"49-9021.00","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","https://willrobotstakemyjob.com/heating-air-conditioning-and-refrigeration-mechanics-and-installers","19.7","20.0","241","false",""
"53-3032.00","Heavy and Tractor-Trailer Truck Drivers","https://willrobotstakemyjob.com/heavy-and-tractor-trailer-truck-drivers","85.6","61.7","657","false",""
"47-3011.00","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","https://willrobotstakemyjob.com/helpers--brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters","52.9","49.1","28","false",""
"47-3012.00","Helpers--Carpenters","https://willrobotstakemyjob.com/helpers--carpenters","57.4","63.2","34","false",""
"47-3013.00","Helpers--Electricians","https://willrobotstakemyjob.com/helpers--electricians","29.2","43.7","67","false",""
"47-5081.00","Helpers--Extraction Workers","https://willrobotstakemyjob.com/helpers--extraction-workers","62.5","78.1","8","false",""
"49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","https://willrobotstakemyjob.com/helpers--installation-maintenance-and-repair-workers","58.3","47.2","45","false",""
"47-3014.00","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","https://willrobotstakemyjob.com/helpers--painters-paperhangers-plasterers-and-stucco-masons","71.9","61.8","19","false",""
"47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","https://willrobotstakemyjob.com/helpers--pipelayers-plumbers-pipefitters-and-steamfitters","52.6","21.9","32","false",""
"51-9198.00","Helpers--Production Workers","https://willrobotstakemyjob.com/helpers--production-workers","100.0","78.7","74","false",""
"47-3016.00","Helpers--Roofers","https://willrobotstakemyjob.com/helpers--roofers","36.8","46.9","8","false",""
"47-4051.00","Highway Maintenance Workers","https://willrobotstakemyjob.com/highway-maintenance-workers","63.1","44.2","26","false",""
"29-2012.01","Histology Technicians","https://willrobotstakemyjob.com/histology-technicians","84.6","53.6","28","false",""
"19-3093.00","Historians","https://willrobotstakemyjob.com/historians","34.8","28.7","354","false",""
